Country,Time,ngdpsa,hdisa,gssa,compsa,emplsa,sharep,neer,tot,hpi,ir_mort,ir_cons,oecd,imfdeveloped,eu,ea
Transformation,,gr,gr,gr,gr,gr,gr,gr,gr,gr,n,n,n,n,n,n
SA,,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
Reciprocal,,n,n,n,n,n,n,n,n,n,y,y,n,n,n,n
FIN,7/31/21,1.048957121,0.4,2.826140014,54.16754803,2569.451,152.8097,100.289167,101.0665345,117.625175,0.75,2.66,,,,
FIN,10/31/21,0.905731718,-1.59,2.826140014,54.16754803,2609.575,148.9248,100.289167,101.0665345,117.625175,0.75,3.31,,,,
FIN,1/31/22,-0.091974383,0.58,-0.863487562,53.69678449,2627.613,139.0127,98.3825,100.3675924,118.982975,0.8,3.21,,,,
FIN,4/30/22,0.72624365,-1.74,-0.863487562,53.69678449,2648.506,128.7729,98.3825,100.3675924,118.982975,0.97,2.97,,,,
FIN,7/31/22,-0.450206486,-0.04,-0.863487562,53.69678449,2630.896,124.4399,98.3825,100.3675924,118.982975,1.66,4.24,,,,
FIN,10/31/22,-0.635859771,-0.91,-0.863487562,53.69678449,2653.585,125.8909,98.3825,100.3675924,118.982975,2.74,4.8,,,,
FIN,1/31/23,0.287454657,1.26,,,2652.384,130.6213,,,,3.02,5.13,,,,
FIN,4/30/23,0.636388453,0.33,,,2667.773,122.9205,,,,3.69,5.6,,,,
NLD,4/30/18,0.651351507,1.26,9.827950801,53.39632012,8773.302,115.2153,99.29,100.216486,110.960525,2.39,3.08,,,,
NLD,7/31/18,0.118766163,0.21,9.827950801,53.39632012,8836.415,115.5527,99.29,100.216486,110.960525,2.42,3.06,,,,
NLD,10/31/18,0.487706795,0.05,9.827950801,53.39632012,8871.07,106.643,99.29,100.216486,110.960525,2.4,3.02,,,,
NLD,1/31/19,0.826416375,0.67,12.01949996,53.6400629,8919.711,109.2964,98.455834,100.7900197,119.04625,2.39,3.13,,,,
NLD,4/30/19,0.297512296,1.13,12.01949996,53.6400629,8972.771,116.0074,98.455834,100.7900197,119.04625,2.35,2.79,,,,
NLD,7/31/19,0.213677408,-1.14,12.01949996,53.6400629,9001.055,116.5224,98.455834,100.7900197,119.04625,2.24,2.56,,,,
NLD,10/31/19,0.572641066,1.8,12.01949996,53.6400629,9034.064,118.6856,98.455834,100.7900197,119.04625,2.08,2.19,,,,
NLD,1/31/20,-1.327838614,1.37,18.83201719,56.7529748,9067.896,113.4181,99.999167,101.4795748,128.13735,1.98,2.57,,,,
NLD,4/30/20,-8.348639597,-2.19,18.83201719,56.7529748,8915.852,105.0219,99.999167,101.4795748,128.13735,1.88,2.25,,,,
NLD,7/31/20,6.376224562,2.37,18.83201719,56.7529748,8942.788,112.7704,99.999167,101.4795748,128.13735,1.87,2.39,,,,
NLD,10/31/20,0.634352785,0.81,18.83201719,56.7529748,8997.265,119.494,99.999167,101.4795748,128.13735,1.87,1.76,,,,
NLD,1/31/21,1.224262986,-0.33,16.97588019,54.14430269,9178.888,134.4195,100.418333,100.3770487,147.374325,1.8,2.03,,,,
NLD,4/30/21,3.086725669,1.35,16.97588019,54.14430269,9246.78,143.5237,100.418333,100.3770487,147.374325,1.71,1.87,,,,
